0.5101	0.5101	0.0000	0.0000	0.0000	0.0000
0.2142	0.2142	16.8579	0.5654	2.4186	2.1176
0.1960	0.2037	4.2878	0.1256	2.1261	0.6886
0.3554	0.3890	1.9211	0.0280	0.4541	0.2122
0.4890	0.4870	0.4632	0.0060	0.1081	0.0564
0.5197	0.5216	0.1518	0.0019	0.0267	0.0117
0.5101	0.5130	0.0360	0.0004	0.0066	0.0027
0.5091	0.5130	0.0087	0.0001	0.0015	0.0008
0.5130	0.5216	0.0025	0.0000	0.0004	0.0002
0.5110	0.5149	0.0006	0.0000	0.0001	0.0000
