0.8021	0.8021	0.0000	0.0000	0.0000	0.0000
0.0300	0.0300	0.5168	0.0320	0.7505	0.0472
0.2546	0.2521	2.2353	0.0050	0.3611	0.0084
0.6971	0.7131	0.3806	0.0013	0.0815	0.0027
0.8171	0.8194	0.0695	0.0004	0.0266	0.0004
0.7786	0.7880	0.0191	0.0001	0.0078	0.0002
0.8066	0.8091	0.0042	0.0000	0.0020	0.0000
0.8030	0.8060	0.0012	0.0000	0.0005	0.0000
0.8012	0.8062	0.0003	0.0000	0.0001	0.0000
0.8002	0.8056	0.0001	0.0000	0.0000	0.0000
