0.8990	0.8990	0.0000	0.0000	0.0000	0.0000
0.0462	0.0462	0.1480	0.0035	0.3139	0.0385
0.6227	0.6827	0.0726	0.0005	0.0884	0.0093
0.8994	0.9044	0.0192	0.0002	0.0198	0.0009
0.9049	0.9051	0.0052	0.0000	0.0063	0.0000
0.8830	0.8913	0.0015	0.0000	0.0023	0.0000
0.8991	0.9012	0.0004	0.0000	0.0006	0.0000
0.8972	0.9009	0.0002	0.0000	0.0002	0.0000
0.8942	0.8997	0.0001	0.0000	0.0001	0.0000
0.8982	0.9022	0.0000	0.0000	0.0000	0.0000
